,seller_id,instances,seller_zip_code_prefix,seller_city,seller_state,geolocation_lat,geolocation_lng
2760,b9ec22de23f18567de0e09d776ca0309,2,72318,brasilia,DF,-15.791107274999993,-47.85523942499999
2759,038b75b729c8a9a04b0d07cba7eabe86,2,12231,sao jose dos campos,SP,-23.20594132944774,-45.86901499999993
2757,83c8aafbefb034674a70de0eac5b8954,2,85601,francisco beltrao,PR,-26.065390455376058,-53.039753360329286
2756,1710c3aaa9c6b44ec3883ee0fe300e21,2,9551,sao caetano do sul,SP,-23.61762226311386,-46.548138001683554
2755,f356c348fbc8df6a882823e21f5ce8b7,2,92025,canoas,RS,-29.905924444091987,-51.14999246514529
2754,64cc804291f90c81f02bfc2bb58ff55a,2,81250,curitiba,PR,-25.469571238126896,-49.33805832154189
2753,7caa63f175b1cecbfaadd8b5ab9998c7,2,2750,sao paulo,SP,-23.491688466694672,-46.67916193505108
2752,f524ad65d7e0f1daab730ef2d2e86196,2,99300,soledade,RS,-28.808723363797025,-52.48510657148342
2751,cbbd5ae8f53de5f5097cd8217b529e24,2,6544,santana de parnaiba,SP,-23.448775218099662,-46.82636362059069
2749,65c255b299faf2d12050937cc219c46c,2,3060,sao paulo,SP,-23.53628493086789,-46.58457348029316
2747,3dc69bf2c42f0568a5c4791ec3fd3745,2,2880,sao paulo,SP,-23.465514520399324,-46.6696351309933
2746,4e0d109ccfba9a1151c103049880c857,2,25550,sao joao de meriti,RJ,-22.763187346965555,-43.34446873440465
2745,8cb7c5ddf41f4d506eba76e9a4702a25,2,75110,anapolis,GO,-16.31300744943713,-48.9115648985118
2744,14f2b3587172b9db894c9bad8dab520b,2,95240,ipe,RS,-28.68081728837348,-51.270874403153314
2743,a20d8058c866dbaeca014d2cd20ac62e,2,12209,sao jose dos campos,SP,-23.17220483593013,-45.79443929012274
2741,f1ce5fdecd64935c28b9ff932751d0dc,2,6539,santana de parnaiba,SP,-23.453299760747928,-46.871671315330936
2740,ad8ada0ffa993cb1197d102d9ab21a3e,2,38445,araguari,MG,-18.631813317567484,-48.164263119347055
2739,05aebce0b5c8f0d41b29b686f2d05fd3,2,3962,sao paulo,SP,-23.59905945406544,-46.47653763711119
2738,d26aa40b90272d4843d63be7c1462c8d,2,3065,sao paulo,SP,-23.53514520483004,-46.57472858021234
2737,5587130f9850696ed7fafbc91c2cee44,2,4311,sao paulo,SP,-23.63072470191585,-46.63288197584976
2736,04843805947f0fc584fc1969b6e50fe7,2,93900,ivoti,RS,-29.587481308158868,-51.13534506293238
2735,f0ec78809fe0bc3edb11c9fe5b97b059,2,4291,sao paulo,SP,-23.59573427739748,-46.59839507900305
2733,a4e634166243bbb3a13fa584463fa468,2,6286,osasco,SP,-23.50286413321604,-46.76719021431588
2732,7d484ca289afaac6bf5fc6a1e96d2226,2,79104,campo grande,MS,-20.45618656506448,-54.67853934818121
2731,5c603ffb38cbbf25a0e0698941324143,2,37004,varginha,MG,-21.552986851456225,-45.42707547297098
2730,999f6d9a1c7c81f43be44c6b7d076210,2,5269,sao paulo,SP,-23.43077469830917,-46.78739685192456
2693,b452cb0ae35044c4a53179c39f49fb06,2,18047,sorocaba,SP,-23.4168795,-47.41949925
2691,9dd459b29a14bf89d47183cf2cd0e4c7,2,4716,sao paulo,SP,-23.628324113468665,-46.69683581334274
2619,3d68c634a99a1ba46dbca3967a69c623,2,88270,nova trento,SC,-27.25364326586528,-48.908852128146194
2637,539ed9e19811677513447759be5eccfc,2,31520,belo horizonte,MG,-19.814686814315245,-43.959830651904696
2651,c13fb473e7cb8b83ccd543c094df0608,2,5319,sao paulo,SP,-23.535975215938542,-46.72404675706197
2650,7c462184585ae80bd6e5774c62ce50f2,2,13086,campinas,SP,-22.78299339467923,-47.03803684041202
2649,e4253cef933647000a82ff39c67b7bde,2,5856,sao paulo,SP,-23.648342500692483,-46.77836232142632
2648,dd8a29ce82d5c705ba932d81494600a5,2,8220,sao paulo,SP,-23.530589937272783,-46.44899039731083
2647,3e35a8bb43569389d3cebef0ce820f69,2,3124,sao paulo,SP,-23.566910814876792,-46.588181946015375
2646,7dea6f73af847b42cc3985bd620f994d,2,85813,cascavel,PR,-24.925432641958608,-53.43326650637664
2645,bd65d163ded559eb90a10cd09fec178f,2,3526,sao paulo,SP,-23.54875858006812,-46.47542265654912
2644,3606774ec64634822d78dc2db6d37045,2,9510,sao caetano do sul,SP,-23.610232613653427,-46.56899250000001
2643,7ad41305e96a6cab8294cd65891e9a86,2,28810,rio bonito,SP,-22.717779999999948,-42.52226479474495
2642,7f02656561b680def9986c0795a8a080,2,1417,sao paulo,SP,-23.457266177772105,-46.47048889936751
2641,5e9f5bd34e0830569f05c9d4f56e04a8,2,90560,porto alegre,RS,-30.016939485140583,-51.17851296860834
2640,78ba5933c21686d1c2f64669c8c459e7,2,8810,mogi das cruzes,SP,-23.48875763398235,-46.14174647574908
2639,99cd94252748d2bdde08e17858233602,2,12401,sao paulo,SP,-22.901049206036635,-45.4573190035724
2638,2f9b7ce230a057a98a9f5df5893ee36c,2,6460,barueri,SP,-23.48830881305792,-46.81501428194484
2144,4fe2f67634d00c021aa01f96b6f2d68e,2,87035,maringa,PR,-23.37478570024039,-51.886808622225
2690,4cc4fd4fdd406a85bbdc1f824b731bd7,2,85906,toledo,PR,-24.64496567869805,-53.61770674181568
2634,77dcbb67ccb3659bd58eaf5661560a30,2,95900,lajeado,RS,-29.42824677321441,-51.14558918450051
2633,2d378dbb39815785238c0139c7647fb7,2,89240,sao francisco do sul,SC,-26.17759750469261,-48.498947938033865
2632,4d6fb82c629c7a5028bfd973c07b05e0,2,31525,belo horizonte,MG,-19.81978354010617,-43.939777838259
2631,a9415cf907dfa12f9ed18693244f5329,2,36320,prados,MG,-21.0500974485132,-44.07356875045583
2629,751e274377499a8503fd6243ad9c56f6,2,13097,campinas,SP,-22.837487709732542,-47.01542337867982
2628,1d0646a72178a6fb37ee8082140e06ec,2,89203,joinville,SC,-26.300255994366527,-48.84808199278663
2627,693660429f9dc4ff704eb3d88dad54d7,2,9170,santo andre,SP,-23.64880467497635,-46.5015960627272
2626,d58d521f3789def2e7a22715e0badd93,2,3643,sao paulo,SP,-23.524789500000004,-46.53344556312136
2625,615c3462099ffa940d37b17dfda19594,2,24855,rio de janeiro,RJ,-22.76237668082998,-42.838299637458135
2624,dff87e4de60c9736ce8df835951b09bc,2,3172,sao paulo,SP,-23.548274607140105,-46.5814346874114
2623,1cbdc7cf130a41fd13a3c2a7d2fcfda7,2,37480,lambari,MG,-21.963759924399778,-45.33493987188984
2622,b7ba853e9551f4558440881fd3e5c815,2,95500,santo antonio da patrulha,RS,-29.80186825461945,-50.39466197388564
2621,a3fa18b3f688ec0fca3eb8bfcbd2d5b3,2,4557,são paulo,SP,-23.600092474320547,-46.68102178074322
2620,3ef37b7ca6dd2b80bd8af81a62504996,2,1452,sao paulo,SP,-23.567582368024706,-46.64839771357262
2652,f9bbdd976532d50b7816d285a22bd01e,2,5319,sao paulo,SP,-23.535975215938542,-46.72404675706197
2653,6f835fd4be26989b1b064399da346143,2,81280,curitiba,PR,-25.434281640025368,-49.34611463696695
2654,89757206b887aed36f3e18d858460fea,2,3121,sao paulo,SP,-23.56115739439665,-46.59339239064573
2655,8cf21434553b02cbd37c0bbd07e041b0,2,88102,sao jose,SC,-27.58907408851088,-48.61238214751814
2689,12a8eb0f8d1cd3270695bf2a99f55966,2,4607,sao paulo,SP,-23.616686430751912,-46.66915073397195
2688,666658b8da8370f30e1f89893b1de5e6,2,3658,sao paulo,SP,-23.52323097530149,-46.4917500245274
2687,85ecf03781da592876b7844acc1b729f,2,3658,sao paulo,SP,-23.52323097530149,-46.4917500245274
2686,ba89796db68db180bd389de96b2ff3b6,2,5763,sao paulo,SP,-23.638769077990645,-46.75531960083278
2685,1e26c56af8d48424e1df0140a2401f83,2,13911,jaguariuna,SP,-22.69598177852153,-46.98220781704875
2684,6601ee6383e7f452be71929f8de48bbb,2,14027,ribeirao pretp,SP,-21.219643456287145,-47.819525857060434
2682,11938fcc75f6902fea1d0a6f72b54a57,2,89900,sao miguel d'oeste,SC,-26.71006607940087,-53.484568999999965
2681,458c6fa920810ce2492da71bc26d9eec,2,15813,catanduva,SP,-21.120223443818773,-49.0060527799065
2680,c200c73f9d7e5a08ca439d6a0803da7c,2,83507,almirante tamandare,PR,-25.316851361274026,-49.28321218013155
2679,a2a41aedb70551d4a85aa04dc2fced48,2,4447,sao paulo,SP,-23.666215715967365,-46.67504672718639
2678,bc39d8938f90a3a2b98193723ed59774,2,7791,cajamar,SP,-23.3469945,-46.82978775
2676,e94b64dc6979b302a5a5be1662c83bb6,2,6852,itapecerica da serra,SP,-23.69972821489191,-46.8533055751201
2674,5a9c0859cb00fd8aa4db443837f0a700,2,89650,treze tilias,SC,-26.971193999999947,-51.40217043746007
2673,299c89a525fee36c567f4fe72f038100,2,63540,varzea alegre,CE,-6.784325999999998,-39.28826249999999
2672,2ec6e37d992a95eaddb3369dcbcc76d9,2,91310,porto alegre,RS,-30.034750197764712,-51.13435665583707
2671,8f0fbe2cd4d472157dc1cdef6edecaa9,2,2755,sao paulo,SP,-23.48657597668648,-46.67598590950698
2669,a7b7354cc588f7566a848bcbb1ce3d96,2,1215,sao paulo,SP,-23.53227117707312,-46.64242552192854
2667,4d9fea3499bdc22aa4da4e339365f215,2,4209,sao paulo,SP,-23.57502177407812,-46.59924211809684
2666,c353f8fc0ce8344999f17d578eb69a5e,2,90850,porto alegre,RS,-30.05766210574757,-51.21528320872517
2665,98e164d549402270247f3c96a1a158ef,2,5083,sao paulo,SP,-23.52935240022503,-46.71351594752844
2664,739c7d7be81f63812dea0d1b1451c651,2,58400,campina grande,PB,-7.208209215650095,-35.87678678351318
2663,8a1ff5c35f6595a73fef4c7b96e4908a,2,83091,sao  jose dos pinhais,PR,-25.62202018911059,-49.17068428539589
2662,4f1f1c8666cdb6442f775c4e8caed465,2,30240,belo horizonte,MG,-19.859435668762572,-43.90421542547181
2661,f9f68daa2af419d38f745478bcb3da1a,2,13180,sumare,SP,-22.79188398695826,-47.15732907897161
2660,e503f22be6a4f456d9851920a5d9c670,2,4508,sao paulo,SP,-23.572972089647408,-46.658780947544585
2659,4f0d637c1197fd65405ebd755ac9f86b,2,6768,taboao da serra,SP,-23.607513,-46.75265774999998
2658,21d59342ba150175ca2aa4f8faddeca6,2,8593,itaquaquecetuba,SP,-23.423558305372584,-46.28475675
2657,07e8e8fc5222bb358e6f259da3197074,2,4216,sao paulo,SP,-23.58668117759777,-46.598122540106175
2656,391bbd13b6452244774beff1824006ed,2,13082,campinas,SP,-22.81740919420237,-47.09337932434829
2630,513a54369b6a8a6602fcb0e129c6d78d,2,9862,sao bernardo do campo,SP,-23.692852645565285,-46.57792890703436
108,fa7ad8ae9bcb2c4493fdf38e96b1d74f,2,13920,pedreira,SP,-22.71188902267404,-46.65813811804285
2382,9b1050e85becf3ae99c1cf4934c9bc5d,2,39400,montes claros,MG,-16.67101114545697,-43.83469648958924
781,ff314fa6033cc68ec451c47aee2d6ba4,2,5424,sao paulo,SP,-23.567167707744236,-46.6958917456287
739,4bde6149c15cf7e177b36fa060dd6de8,2,99500,carazinho,RS,-28.27456103528211,-52.74136587605942
1969,8ccf3cf69651cc1d8a02c8bfaf3b8568,2,13504,rio claro,SP,-22.340753069833347,-47.55784776610173
723,ae45ad30c2d2e5913094769690a239d2,2,14405,franca,SP,-20.50308874516733,-47.40013146039615
1242,f682e0f848abafc6f41e0d4e868c66ef,2,7600,mairipora,SP,-23.240208400066837,-46.4465008927407
687,76d336555bb25f3165d2f0d6da719c40,2,18015,sorocaba,SP,-23.49313032361937,-47.42177023128064
648,0aa124728afc1131dff5655f4c6f487b,2,37135,alfenas,MG,-21.411842890595523,-45.94898747131179
639,40ec8ab6cdafbcc4f544da38c67da39a,2,85603,francisco beltrao,PR,-26.003670174999968,-53.02750148714545
2416,f18112da765e0971ca5d510dec322bdd,2,88351,brusque,SC,-27.071295401610016,-48.908839500000006
1260,c52c644cc0dc85121207a27013efc6af,2,36325,tiradentes,MG,-21.085488711420645,-44.160191432913976
1938,b5f49fe968dff6b112861e6cd8e192ef,2,80710,curitiba,PR,-25.41936304633859,-49.289953928747984
1288,2cb4700db635baa1c0d4f90ed27b6669,2,81070,curitiba,PR,-25.44980766749383,-49.28204327655963
620,20d53aad4fe5ee93a64f8839609d3586,2,37540,santa rita do sapucai,MG,-22.219183915627728,-45.69164481355569
596,eb4a59a06b3948e851a7d7a830bcbc42,2,41820,salvador,BA,-12.87711695110182,-38.3892809201471
2320,84deb808079d1be601c209c1e771b1cc,2,81200,curitiba,PR,-25.413882066333883,-49.30327009027739
570,491a5ada3aa1678414e990262c4bbdc1,2,4208,sao paulo,SP,-23.579018398606337,-46.60040172305216
553,c1552b1dab6e6f760950368ae61fb600,2,12215,sao jose dos campos,SP,-23.177924622540225,-45.836610445264526
540,76833248bbc0e65a0293ec62023e4396,2,16200,birigui,SP,-21.28120871484646,-50.3146022360728
539,69b5eaa096c3f9d1e5c398c597f567d6,2,16200,birigui,SP,-21.28120871484646,-50.3146022360728
538,5d505d2298ad549e4e4e835562fa0c1e,2,16200,birigui,SP,-21.28120871484646,-50.3146022360728
1089,a513150f33f99a06569e9cd5c4bb889b,2,1545,sao paulo,SP,-23.57823747792722,-46.61468334693288
537,b05b432bf68945d4d9783f9e3ca29ee8,2,16200,birigui,SP,-21.28120871484646,-50.3146022360728
1315,73da1880b39c71de2b262bc7720c1494,2,13560,sao carlos,SP,-22.00445009477602,-47.8794729970858
525,20611af7866c6068fd5ae1f9dbe15c92,2,13660,porto ferreira,SP,-21.830637020768787,-47.44864108192776
524,c3251e13f1bbda6c74e37c160f991e19,2,13660,porto ferreira,SP,-21.830637020768787,-47.44864108192776
1316,7315baebc0572ff220d226283dc66728,2,13560,sao carlos,SP,-22.00445009477602,-47.8794729970858
2400,ed49da7cadefc454d6a67de249eab240,2,5571,sao paulo,SP,-23.506988651437847,-46.3730807467396
815,4bf658053d453036c70976bccb2c31b2,2,15070,sao jose do rio preto,SP,-20.810868254531965,-49.35768121244664
441,bb5d956dece964a06c12bceb66b923ae,2,20930,rio de janeiro,RJ,-22.87950445126201,-43.21938134776962
1210,f9eedec3129e8cc6b6429c42d0808c5b,2,22793,"rio de janeiro, rio de janeiro, brasil",RJ,-22.829416975412297,-43.26401999999996
1073,296729ffb9b684050dd24836dac4494a,2,80240,curitiba,SP,-25.44254292783772,-49.27742286511052
1053,2a73cba571d90c694b7caca072ccf6ce,2,9560,sao caetano do sul,SP,-23.617518213133277,-46.55046108549283
1117,011b0eaba87386a2ae96a7d32bb531d1,2,17580,pompeia,SP,-22.088940911051445,-50.14900640202948
1023,253c025bab43881055aeecde5e2d8b77,2,80620,curitiba,PR,-25.452256250377825,-49.27125761939432
2057,d8dd176509baa37f359644d082bf7f7b,2,9570,sao caetano do sul,SP,-23.616779576112727,-46.556244809579816
2205,cb4a705d00e100b9732d0ca34817d441,2,88032,florianopolis,SC,-27.469330476410214,-48.46811922044447
1161,9f56a7a649097b166d8ed286ad86a15c,2,21041,rio de janeiro,RJ,-22.864017342489483,-43.23619582584106
2370,091065b789659bc3cd9af9cb3a6253ff,2,92120,canoas,RS,-29.9346020044434,-51.15630825000001
1169,528bcf6680c36dddf07620bd35b33a6f,2,3178,sao paulo,SP,-23.54880483680534,-46.56732648344412
981,59bbc819b99a733f02f0d6b49d1c253d,2,13043,campinas,SP,-22.92682416180968,-47.033680940186976
2085,cb32766839f443db85c82a43c4a6c19e,2,13506,rio claro,SP,-22.36261443228795,-47.52255741061238
966,83d7070a0b9a8b4625fa8682b819fabb,2,6717,cotia,SP,-23.602553566428536,-46.90613830071437
2096,56db5c0782e8f7ddc9343f9576ff6d16,2,88132,palhoca,SC,-27.62218556423348,-48.59742298825326
964,1967a9e2ad6f51802b093147d861df58,2,1209,sao paulo,SP,-23.538538016100155,-46.637947838882816
962,dd58ee93286b0821565574c570e9e1dc,2,81650,curitiba,PR,-25.480334126839395,-49.22509230965572
958,81ed90f07c0bacb7594940ba2ef676aa,2,35500,divinopolis,MG,-20.11242207510636,-44.84497676732696
942,e0487761face83d64fcada2408959a36,2,1021,sao paulo,SP,-23.53882519900166,-46.63064558589651
1982,f43827dd686be3a4a80e00aa299990fb,2,15055,sao jose do rio preto,SP,-20.769614541832297,-49.35912060011332
1201,cad9969167c09b48ae6f1d123f7fa68d,2,37706,pocos de caldas,MG,-21.78481621724021,-46.48522488124471
886,528ce32f560edd11add4169f6a5b65be,2,18130,sao roque,SP,-23.517491364418035,-47.12156923352583
1206,9b1f656ca3060f8af17a50d8a024b533,2,11013,santos,SP,-23.93247997638663,-46.31324915090242
869,bb7ad8a45c027be8ab075b8e465f8ca0,2,88056,floranopolis,SC,-27.38956841548848,-48.415101571802616
1970,58c851d1a3c7cd3da329eb59453fed44,2,13504,rio claro,SP,-22.340753069833347,-47.55784776610173
2138,e546117ed9cafbc40239c0c78635c584,2,4705,sao paulo,SP,-23.620325102140885,-46.693414949477805
2140,455f46ef09a9e45667e2981df84b5cc2,2,18052,sorocaba,SP,-23.44843281835518,-47.447437641410346
470,160851d3ece7aa1a510f8d1a4bb8a8af,2,17400,garca,SP,-22.1960277393134,-49.6209926620507
1311,cc80e2f693fa6e2408f47ccf62413fc1,2,81050,curitiba,PR,-25.480305,-49.29225415237462
383,a81466620e46a6970b22ef40379fdfc9,2,88730,sao ludgero,SC,-28.321035604700054,-49.13017275537449
1498,a45314082d50d578a4721c9787ce09ab,2,15130,mirassol,SP,-20.789390999999945,-49.45868999999999
1507,88ef59b51bdaa941d10a853429f2b6ce,2,83280,guaratuba,PR,-25.788782999999945,-48.5645708193622
1697,c2bda99904207edd1834f03e0022b007,2,8280,sao paulo,SP,-23.552822608661764,-46.46441628781236
2288,4ce8b55b4bfa4659184e7becc1fba3f2,2,83823,fazenda rio grande,PR,-25.649630551900056,-49.28209911499994
360,fc5a0d7a310a7a41abf86a458585ff2b,2,3655,sao paulo,SP,-23.5235922536788,-46.5123943709389
1826,a1ed30492b3b798bc121845bc4aa7366,2,4708,sao paulo,SP,-23.6272070954758,-46.69044646644349
1650,8def3db7f272735afb2ecd03aeca09a7,2,28035,rio de janeiro,RJ,-21.74593250452771,-41.27350046563852
1527,c286ec035ee04ba81c97508f0b5df544,2,81320,curitiba,PR,-25.470310518747507,-49.308874449622046
1648,9b1ab052f5fca308ba743ac789ebb2e1,2,85200,pitanga,PR,-24.67522199999995,-51.75177611900087
438,d2df77822373f19934e87694d8640767,2,86706,arapongas,PR,-23.408355069971574,-51.41460369847018
2246,8dd386be0767c330276ea6a3f96532d3,2,88490,paulo lopes,SC,-27.95103628281826,-48.67050566252546
1554,5de1c80811ce7007f62f00d971236c09,2,88063,florianopolis,SC,-27.57919469635056,-48.47718823118047
1816,333c4210e76a1aa2ab817b99437e3ff1,2,13880,vargem grande do sul,SP,-21.81806216822739,-46.88321159505755
2465,2d9e8987a2ea5cf88dce330249043ff1,2,15155,jaci,SP,-20.875346999999994,-49.56919729053951
1796,a3b0df0065e264a91b7bbf5f844af5cd,2,9721,sao bernardo do capo,SP,-23.71479985316529,-46.54138375578264
2249,aa17b35ce4de7b565be3249ba838944f,2,13214,jundiai,SP,-23.117516946448056,-46.861335953226096
1605,278b6e0b20c4f61fefaa0577943d7a35,2,88316,itajai,SC,-26.923049337637423,-48.65024676462052
1611,166e8f1381e09651983c38b1f6f91c11,2,88780,imbituba,SC,-28.10913995717811,-48.64593567528042
2275,b5bb2b985208834bd5bd86c7a402bbad,2,95800,venancio aires,RS,-29.559197999999945,-52.15873776158013
1632,36f98ad67cc981f50ce8aed093d5783c,2,85904,toledo,PR,-24.697094402226867,-53.73832033781113
393,6bef34c5be6f2bbd70aa5165f6df94b1,2,89120,timbo,SC,-26.792263861667816,-49.24491181112587
1619,24a6daf925d9d591870a66660416de31,2,14078,robeirao preto,SP,-21.121648722386208,-47.75832675000001
1841,8ea394aed8138685abe1eb9f25e1021d,2,18053,sorocaba,SP,-23.47858851693297,-47.50062153857696
1469,bbd3acfe6de99892e73940d3fdceaf68,2,9111,santo andre,SP,-23.66291216765488,-46.370657492913175
252,392f7f2c797e4dc077e4311bde2ab8ce,2,21210,rio de janeiro,RN,-22.837742528997666,-43.288533
1737,fb8904a8ea99f8831b64ce27db2c1765,2,9550,sao caetano do sul,SP,-23.60300951222578,-46.545626745879375
1401,b7d5b4b87af9d42b601865d3f3810bff,2,88020,florianopolis,SC,-27.58343572938432,-48.53690154968545
419,a11a0e0ca67423425691db355cff69b0,2,13330,indaiatuba,SP,-23.074320357829134,-47.19741214338984
410,b416191c9813d821a295cfabafff4161,2,14407,franca,SP,-20.473481743263,-47.4075670331332
1870,791cfcfe22fe4a771ece27f90017da92,2,14010,ribeirao preto,SP,-21.169893268942232,-47.78768915306711
1720,559d56f3b8f0bc2e5a9a62fe2ce2a39f,2,89220,joinville,SC,-26.26466377990651,-48.87238757017023
1453,f410c8873029fcc3809b9df6d0b28914,2,95076,caxias do sul,SP,-29.16510462619143,-51.135366857003845
2237,f266295f49a28eee21f413e0cbb0521d,2,84020,ponta grossa,PR,-25.067411517629367,-50.115320397310846
1700,f0ec6a2adb05c62655a26dd347b8dede,2,1303,sao paulo,SP,-23.547760072162266,-46.645371707600006
1770,e4f121bf6ef8b9a1d4d3e65dd0473fab,2,15085,sao jose do rio preto,SP,-20.768750999999995,-49.37609258490008
264,553a440137d6e0cf776aee0bb83ac9f5,2,13481,limeira,SP,-22.557497935618045,-47.36983432147516
305,a154d7316f158bb42e6fa18bbe3afd3a,2,3804,sao paulo,SP,-23.494409507905853,-46.47964060491086
2240,dd39ad39b5d3df33037e141c72497ba6,2,4282,sao paulo,SP,-23.606535635581963,-46.60828758451152
1706,abe021b01ba992245271b9aa422032df,2,80420,curitiba,PR,-25.433065320012684,-49.27460984055624
1487,02a2272692e13558373c66db98f05e2e,2,20040,rio de janeiro,RJ,-22.90100170552253,-43.17483799166146
2906,258447aad3f7b01e2643c89f64dc5647,1,87210,cianorte,PR,-23.65179443644923,-52.582496869197286
3074,52831e5990d0771cb4951d6f12928167,1,17600,tupa,SP,-21.92409331393682,-50.50302026000449
3049,a09a13f18ed27932d08438aa6f12756e,1,93800,sapiranga,RS,-29.623064271427257,-50.99285558886046
3048,eaaa46e98c9e61f6764dd1d7a2ab8b3e,1,59775,messias targino,RN,-6.078872917685506,-37.51296296358115
3047,578460d8319c51dab351cd9db95eadfe,1,74550,goiania,GO,-16.64535074864296,-49.18656272515911
3050,ce33c6211beaa8fef4cae8b52db39862,1,8655,suzano,SP,-23.5568598770918,-46.29601304410578
3073,a353b1083c9863d756d9404695016d64,1,29150,cariacica,ES,-20.285152523850076,-40.3708494201036
3072,b9de031b671cd48b28fae9d828cbf2b4,1,4283,sao paulo,SP,-23.604467322234377,-46.602003939494494
3075,edf3fabebcc20f7463cc9c53da932ea8,1,8320,sao paulo,SP,-23.492752575076462,-46.41678053996195
3060,003554e2dce176b5555353e4f3555ac8,1,74565,goiania,GO,-16.495224813993726,-49.19847793741579
3052,1a6245add4353f18ed55138808906979,1,9694,sao bernardo do campo,SP,-23.668540572658006,-46.57933695512317
3051,d297f1055de2956aedfd3b04113dce3e,1,13382,nova odessa,SP,-22.79047513501492,-47.29181384978733
3071,2c538755f1ca9540af144f266e70df6c,1,39801,castro pires,MG,-17.84104843719656,-41.47494541449852
3061,7cb946b1ad19faebe28c3e86c2794ec3,1,35701,sete lagoas,MG,-19.428300499354577,-44.19667907048655
3059,d4d99b60c4c94cd35acd502cec65dc8d,1,4904,sao paulo,SP,-23.666309078807497,-46.718681242380384
3058,63bc58679c44e8a998792119fd7ad23e,1,5595,sao paulo,SP,-23.5768443537816,-46.7414327459688
3057,bbf4a892cac7b82422baa711dffb8997,1,82200,curitiba,PR,-25.38839434860632,-49.25676202455429
3056,9da15f4a4ea758d9eeb49000dbe57e22,1,6290,osasco,SP,-23.514700379681475,-46.76683185886924
3062,38f276ca6e7cc95a6d1bb55ac9e5550f,1,17520,marilia,SP,-22.23285513774437,-49.92053716839306
3055,cecd97bc34ed8330bd4cd15713eda670,1,89819,cordilheira alta,SC,-26.981354045514674,-52.59374448121119
3063,e0482f2c769468c3bbcd8a01e09d98c5,1,2320,sao paulo,SP,-23.448663000000003,-46.59501403052688
3064,da3fede3469bf49b7293ce3fc45b294d,1,8743,mogi das cruzes,SP,-23.54185888443757,-46.20258800799501
3065,d4828feed4cda2cd9d6b37899a95a71e,1,63020,juzeiro do norte,CE,-7.207693723337617,-39.27801084682903
3066,3442033154be05bac582e173ef54fd12,1,5413,sao paulo,SP,-23.5540529686364,-46.67721376464305
3054,b5b800c4065bebf4d3442311c9857344,1,3561,sao paulo,SP,-23.543245179893788,-46.4926017418778
3067,dda37071807e404c5bb2a1590c66326f,1,3282,sao paulo,SP,-23.580792671100514,-46.53036982556198
3068,cd2169d9f31ff6fbb9ca3373b0c9e354,1,28633,nova friburgo,RJ,-22.199309035150435,-42.50423928044958
3069,5f57db27027655e6c6a391601daa0258,1,29138,viana,ES,-20.368014232467587,-40.4119197617862
3053,5aaa890629f83706d8d9bfecd8377c1c,1,25720,petropolis,RJ,-22.335776959483137,-43.12491926715129
2907,5444b12c82f21c923f2639ebc722c1ea,1,2051,sao pauo,SP,-23.503508454902168,-46.60463787010217
3070,6624bc09786f0e41ae48dfc5eeb1a9e2,1,30390,belo horizonte,MG,-19.889947517958493,-43.91387941818458
2908,dd5450b022b2d00a2145a66331e1aef6,1,89208,joinville,SC,-26.335674,-48.82380330391251
3076,6e85dc5ecd97a61094b89b046a509d8e,1,15845,marapoama,SP,-21.25309081670304,-49.12766631604261
2950,baf15155e37ef5492731459bdc05be8a,1,5715,sao paulo,SP,-23.62580450029149,-46.729543233135225
3077,001e6ad469a905060d959994f1b41e4f,1,24754,sao goncalo,RJ,-22.865653989562084,-43.01915396574654
2854,fa18c782a4866d313cadab567097f8f1,1,31535,belo horizonte,MG,-19.808570419931872,-43.97017325062036
2856,d7f1cfc638473be93baedbfd02208016,1,26112,belford roxo,RJ,-22.70187814111035,-43.3350053451134
2857,00ab3eff1b5192e5f1a63bcecfee11c8,1,4164,sao paulo,SP,-23.62134197668648,-46.60541538995327
2858,d85efbc8eff2b7adf524e2820569adc8,1,5268,sao paulo,SP,-23.433589320012683,-46.67184559050235
2859,83d458c0d6d4f94295d63f091460bd60,1,29101,vila velha,SP,-20.32691941707496,-40.271962121009686
2860,86649b1632b1c0e6c0bcb2c90a8b75d8,1,85884,medianeira,PR,-25.203572649456127,-54.0544005
2861,499185655c29ecfdbfe776ef7cf875b5,1,90520,porto alegre,RS,-30.008978947544566,-51.10376056847372
2862,c43d924a0f1688ee9fae0efcd6f539d4,1,20710,rio de janeiro,RJ,-22.902295976686474,-43.27032090354325
2863,aec99834ab5d38ead22766ada8497e87,1,83411,colombo,PR,-25.316941115301344,-49.13511095918682
2864,fe9d9cf8631285d5982c6e2cf27fb114,1,36200,barbacena/ minas gerais,MG,-21.206773088338547,-43.62982846816717
2865,fedaedd3ca31d56ab33e92035e4b361c,1,24310,niteroi,RJ,-22.864641736720703,-43.05306665682312
2866,be67f78487e2cecb0d55bc769709e4f5,1,32419,ibirite,MG,-19.994611702300627,-44.04423368499181
2867,f3055483058c84d75ca2a3314fb4deef,1,40368,salvador,BA,-12.941202934542044,-38.48770567415893
2868,377bc18334c78dd2f1535ef22a3ad225,1,83015,sao jose dos pinhais,PR,-25.55252697169482,-49.14068193306156
2869,164a5a8794e6d42e14f55e447b12a3bc,1,85980,guaira,PR,-24.07660435207225,-54.19881999999996
